No	EventID	REF_MCP_timestamp	DUT_MCP_timestamp	REF_MCP_maxY	DUT_MCP_maxY	REF_MCP_e_peak	DUT_MCP_e_peak	TrackerX	TrackerY	
213	94221	22.2465	2.4078	0.1466	0.1668	4.2147	6.4551	22.6743	28.6833
214	94241	21.6440	1.8671	0.1167	0.0486	3.3524	2.2871	31.7885	24.0815
215	94249	22.3260	2.4835	0.1571	0.1914	4.5185	7.8872	26.5360	26.4234
216	94253	21.8143	2.0620	0.1226	0.0529	3.6475	2.3519	20.3302	24.9364
217	94259	22.1058	2.3716	0.1136	0.0897	3.3824	3.4859	24.9362	31.3714
218	94280	21.8673	2.0637	0.1139	0.0579	3.2310	2.6893	29.6243	21.2390
219	94281	21.5848	1.8662	0.1087	0.0520	3.0957	2.4346	0.0000	0.0000
220	94282	22.1983	2.4134	0.0991	0.1013	2.9823	3.7735	30.6026	29.2758
221	94287	22.1769	2.3603	0.1369	0.1025	3.9422	4.0240	29.3124	29.8424
222	94294	22.2356	2.4264	0.1221	0.1267	3.6091	5.1970	24.4984	21.4193
223	94301	22.1701	2.3850	0.1316	0.1369	3.6847	4.9975	20.7262	25.2524
224	94305	22.1964	2.4005	0.2081	0.0824	5.8400	3.1708	0.0000	0.0000
225	94313	22.2233	2.4120	0.2113	0.1224	5.8495	5.2867	24.4786	21.8994
226	94318	21.9263	2.1895	0.1110	0.0636	3.1847	2.4062	30.5722	30.6224
227	94328	21.9487	2.1937	0.1043	0.0675	3.0764	2.2931	26.4054	29.2987
228	94330	22.0639	2.2517	0.1171	0.0819	3.3337	2.8347	29.4118	23.1314
229	94334	22.4584	2.6220	0.1398	0.2606	4.0708	10.7446	24.5773	20.6411
230	94336	22.0238	2.2576	0.1224	0.0654	3.5551	2.7525	22.9442	20.7492
231	94365	22.1956	2.4244	0.1151	0.1212	3.3872	4.5341	22.5641	30.5493
232	94377	22.3302	2.5177	0.1147	0.1390	3.4589	5.0929	25.8109	30.5320
233	94387	22.3820	2.5544	0.1476	0.1435	4.4081	5.8742	0.0000	0.0000
234	94397	21.9554	2.1671	0.1340	0.0746	3.7674	3.0296	29.4080	21.9777
235	94398	21.6132	1.9019	0.1411	0.0541	3.9971	2.2609	0.0000	0.0000
236	94405	22.3431	2.5320	0.1787	0.1358	5.1060	5.3190	0.0000	0.0000
237	94408	22.3233	2.4817	0.1341	0.2177	3.7909	9.4734	30.0411	26.9169
238	94410	21.8903	2.0952	0.1438	0.0585	4.0775	2.6177	26.0568	21.8840
239	94411	22.2734	2.4180	0.1348	0.1297	3.9437	5.0059	0.0000	0.0000
240	94415	22.4370	2.6103	0.1212	0.1507	3.4437	5.7893	24.6328	30.0095
241	94416	22.0345	2.1553	0.2231	0.0776	6.3352	3.1832	30.4757	28.5032
242	94427	21.6534	1.8250	0.0948	0.0490	2.7564	1.8248	30.2835	31.3534
243	94443	21.9324	2.1020	0.1250	0.0561	3.5157	2.1594	27.1108	21.9863
244	94458	22.1918	2.4486	0.1181	0.1294	3.3713	4.8640	0.0000	0.0000
245	94468	22.4021	2.5734	0.1196	0.1421	3.4424	6.1053	27.1154	30.3240
246	94472	21.8305	2.0364	0.1349	0.0633	3.9860	2.3900	0.0000	0.0000
247	94480	21.8047	2.1564	0.1311	0.0649	3.7645	1.9247	25.1941	19.6562
248	94482	21.9346	2.1244	0.1750	0.0779	5.0022	3.3284	27.0390	23.0382
249	94488	22.2116	2.3939	0.1412	0.1063	4.1134	4.2330	26.1541	25.5226
250	94508	22.0839	2.2850	0.1059	0.0817	3.0559	2.9051	29.7503	31.1914
251	94512	22.5986	2.7576	0.1351	0.2613	3.9169	9.9770	27.0849	27.5174
252	94554	22.1545	2.3417	0.1291	0.1065	3.5571	4.2700	0.0000	0.0000
253	94556	22.4237	2.5718	0.1298	0.2343	3.7301	9.4911	26.9654	25.1491
254	94557	22.1885	2.3974	0.1501	0.1047	4.2568	4.2399	0.0000	0.0000
255	94565	22.4518	2.5926	0.1256	0.5211	3.5376	22.0607	29.3636	23.6522
256	94567	22.1859	2.3839	0.1403	0.0886	4.0254	3.2210	29.4473	21.5078
257	94571	22.2685	2.4271	0.1160	0.1931	3.3875	7.6858	24.6449	24.6273
258	94587	22.3174	2.4800	0.1217	0.1660	3.6349	6.4411	25.6008	23.0306
259	94593	22.1463	2.3409	0.1420	0.1034	3.9214	3.8240	24.7319	21.2895
260	94595	22.1731	2.3422	0.1875	0.1135	5.3190	4.5871	29.7496	28.8076
261	94605	22.3485	2.5024	0.1271	0.2355	3.6435	9.4397	23.2171	22.7946
262	94608	22.1819	2.3482	0.1049	0.1195	3.1635	4.6188	25.8173	28.6506
263	94611	22.3494	2.5490	0.1179	0.1224	3.5250	4.5415	29.0964	23.0898
264	94623	22.3713	2.5533	0.1273	0.2070	3.6325	7.7814	24.4163	26.6017
265	94638	22.2438	2.4610	0.2097	0.1774	5.7151	7.2858	35.5250	24.6530
266	94653	22.2429	2.4245	0.1462	0.1404	4.2201	5.3341	27.0423	23.8489
267	94660	22.4303	2.6229	0.1317	0.1554	3.7813	6.3008	29.2985	27.0959
268	94685	22.1629	2.3463	0.1037	0.0965	3.0903	4.1811	29.7718	31.2686
269	94699	22.2288	2.4176	0.1439	0.1176	4.0766	4.9540	25.5323	25.9967
